date,name,point
2019-06-19,프란시스 하,8.09
2019-06-19,님포매니악 볼륨2,7.76
2019-06-19,콜 미 바이 유어 네임,7.76
2019-06-19,예수는 역사다,7.69
2019-06-19,멜랑콜리아,7.66
2019-06-19,님포매니악 볼륨1,7.63
2019-06-19,노리개: 그녀의 눈물,7.36
2019-06-19,고질라: 킹 오브 몬스터,7.25
2019-06-19,서스페리아,6.93
2019-06-19,엑스맨: 다크 피닉스,6.73
2019-06-19,안티크라이스트,6.53
2019-06-19,살인마 잭의 집,6.40
2019-06-19,맨 인 블랙: 인터내셔널,5.96
2019-06-19,걸캅스,5.62
2019-06-20,그린 북,9.61
2019-06-20,가버나움,9.59
2019-06-20,알라딘,9.48
2019-06-20,토이 스토리 4,9.46
2019-06-20,어벤져스: 엔드게임,9.39
2019-06-20,교회오빠,9.36
2019-06-20,뽀로로 극장판 보물섬 대모험,9.29
2019-06-20,이웃집 토토로,9.25
2019-06-20,어느 가족,9.21
2019-06-20,바울,9.17
2019-06-20,호텔 뭄바이,9.17
2019-06-20,칠곡 가시나들,9.12
2019-06-20,인생 후르츠,9.04
2019-06-20,어린 의뢰인,9.03
2019-06-20,바그다드 카페 : 디렉터스컷,9.01
2019-06-20,일일시호일,8.87
2019-06-20,바르다가 사랑한 얼굴들,8.86
2019-06-20,앙: 단팥 인생 이야기,8.86
2019-06-20,메멘토,8.80
2019-06-20,델타 보이즈,8.78
2019-06-20,도그빌,8.75
2019-06-20,완벽한 타인,8.63
2019-06-20,자전거 탄 소년,8.59
2019-06-20,라라랜드,8.59
2019-06-20,캐롤,8.56
2019-06-20,내일을 위한 시간,8.56
2019-06-20,기생충,8.51
2019-06-20,그녀,8.50
2019-06-20,스틸 앨리스,8.45
2019-06-20,어둠 속의 댄서,8.43
2019-06-20,안도 타다오,8.40
2019-06-20,다가오는 것들,8.35
2019-06-20,패터슨,8.32
2019-06-20,로켓맨,8.23
2019-06-20,나의 산티아고,8.13
2019-06-20,악인전,8.12
2019-06-20,프란시스 하,8.09
2019-06-20,롱 리브 더 킹: 목포 영웅,8.01
2019-06-20,님포매니악 볼륨2,7.76
2019-06-20,콜 미 바이 유어 네임,7.76
2019-06-20,예수는 역사다,7.69
2019-06-20,멜랑콜리아,7.66
2019-06-20,님포매니악 볼륨1,7.63
2019-06-20,노리개: 그녀의 눈물,7.36
2019-06-20,고질라: 킹 오브 몬스터,7.25
2019-06-20,서스페리아,6.91
2019-06-20,엑스맨: 다크 피닉스,6.72
2019-06-20,안티크라이스트,6.53
2019-06-20,살인마 잭의 집,6.40
2019-06-20,맨 인 블랙: 인터내셔널,5.90
2019-06-21,그린 북,9.61
2019-06-21,가버나움,9.59
2019-06-21,알라딘,9.49
2019-06-21,토이 스토리 4,9.40
2019-06-21,어벤져스: 엔드게임,9.39
2019-06-21,살인의 추억,9.38
2019-06-21,교회오빠,9.37
2019-06-21,뽀로로 극장판 보물섬 대모험,9.29
2019-06-21,이웃집 토토로,9.26
2019-06-21,어느 가족,9.21
2019-06-21,바울,9.17
2019-06-21,호텔 뭄바이,9.17
2019-06-21,칠곡 가시나들,9.12
2019-06-21,인생 후르츠,9.04
2019-06-21,어린 의뢰인,9.01
2019-06-21,바그다드 카페 : 디렉터스컷,9.01
2019-06-21,천로역정: 천국을 찾아서,8.94
2019-06-21,일일시호일,8.87
2019-06-21,바르다가 사랑한 얼굴들,8.86
2019-06-21,앙: 단팥 인생 이야기,8.86
2019-06-21,메멘토,8.80
2019-06-21,델타 보이즈,8.78
2019-06-21,도그빌,8.75
2019-06-21,완벽한 타인,8.63
2019-06-21,자전거 탄 소년,8.59
2019-06-21,라라랜드,8.59
2019-06-21,캐롤,8.56
2019-06-21,내일을 위한 시간,8.56
2019-06-21,기생충,8.51
2019-06-21,그녀,8.50
2019-06-21,스틸 앨리스,8.45
2019-06-21,어둠 속의 댄서,8.43
2019-06-21,안도 타다오,8.41
2019-06-21,다가오는 것들,8.35
2019-06-21,패터슨,8.32
2019-06-21,로켓맨,8.23
2019-06-21,나의 산티아고,8.13
2019-06-21,악인전,8.12
2019-06-21,프란시스 하,8.09
2019-06-21,마더,8.08
2019-06-21,롱 리브 더 킹: 목포 영웅,7.99
2019-06-21,설국열차,7.97
2019-06-21,님포매니악 볼륨2,7.76
2019-06-21,콜 미 바이 유어 네임,7.76
2019-06-21,예수는 역사다,7.69
2019-06-21,멜랑콜리아,7.66
2019-06-21,님포매니악 볼륨1,7.63
2019-06-21,노리개: 그녀의 눈물,7.37
2019-06-21,고질라: 킹 오브 몬스터,7.25
2019-06-21,서스페리아,6.91
2019-06-22,그린 북,9.61
2019-06-22,가버나움,9.59
2019-06-22,알라딘,9.48
2019-06-22,어벤져스: 엔드게임,9.39
2019-06-22,살인의 추억,9.38
2019-06-22,교회오빠,9.37
2019-06-22,토이 스토리 4,9.34
2019-06-22,뽀로로 극장판 보물섬 대모험,9.28
2019-06-22,이웃집 토토로,9.26
2019-06-22,어느 가족,9.21
2019-06-22,바울,9.17
2019-06-22,칠곡 가시나들,9.12
2019-06-22,어린 의뢰인,9.03
2019-06-22,바그다드 카페 : 디렉터스컷,9.01
2019-06-22,천로역정: 천국을 찾아서,9.00
2019-06-22,일일시호일,8.86
2019-06-22,바르다가 사랑한 얼굴들,8.86
2019-06-22,앙: 단팥 인생 이야기,8.86
2019-06-22,메멘토,8.80
2019-06-22,델타 보이즈,8.78
2019-06-22,도그빌,8.75
2019-06-22,완벽한 타인,8.63
2019-06-22,자전거 탄 소년,8.59
2019-06-22,라라랜드,8.59
2019-06-22,캐롤,8.56
2019-06-22,내일을 위한 시간,8.56
2019-06-22,기생충,8.51
2019-06-22,그녀,8.50
2019-06-22,스틸 앨리스,8.45
2019-06-22,어둠 속의 댄서,8.43
2019-06-22,안도 타다오,8.41
2019-06-22,다가오는 것들,8.35
2019-06-22,패터슨,8.32
2019-06-22,로켓맨,8.23
2019-06-22,나의 산티아고,8.13
2019-06-22,악인전,8.12
2019-06-22,프란시스 하,8.09
2019-06-22,마더,8.08
2019-06-22,롱 리브 더 킹: 목포 영웅,8.01
2019-06-22,설국열차,7.97
2019-06-22,사탄의 인형,7.87
2019-06-22,님포매니악 볼륨2,7.76
2019-06-22,콜 미 바이 유어 네임,7.76
2019-06-22,예수는 역사다,7.69
2019-06-22,멜랑콜리아,7.66
2019-06-22,님포매니악 볼륨1,7.63
2019-06-22,고질라: 킹 오브 몬스터,7.26
2019-06-22,서스페리아,6.92
2019-06-22,엑스맨: 다크 피닉스,6.69
2019-06-22,안티크라이스트,6.53
2019-06-23,그린 북,9.61
2019-06-23,가버나움,9.59
2019-06-23,알라딘,9.48
2019-06-23,어벤져스: 엔드게임,9.39
2019-06-23,살인의 추억,9.38
2019-06-23,교회오빠,9.36
2019-06-23,뽀로로 극장판 보물섬 대모험,9.29
2019-06-23,토이 스토리 4,9.28
2019-06-23,이웃집 토토로,9.26
2019-06-23,바울,9.17
2019-06-23,칠곡 가시나들,9.12
2019-06-23,어린 의뢰인,9.02
2019-06-23,바그다드 카페 : 디렉터스컷,9.01
2019-06-23,천로역정: 천국을 찾아서,8.99
2019-06-23,일일시호일,8.86
2019-06-23,바르다가 사랑한 얼굴들,8.86
2019-06-23,메멘토,8.80
2019-06-23,델타 보이즈,8.78
2019-06-23,도그빌,8.75
2019-06-23,완벽한 타인,8.63
2019-06-23,자전거 탄 소년,8.59
2019-06-23,라라랜드,8.59
2019-06-23,캐롤,8.56
2019-06-23,내일을 위한 시간,8.56
2019-06-23,기생충,8.51
2019-06-23,그녀,8.50
2019-06-23,스틸 앨리스,8.45
2019-06-23,어둠 속의 댄서,8.43
2019-06-23,안도 타다오,8.40
2019-06-23,다가오는 것들,8.35
2019-06-23,패터슨,8.31
2019-06-23,로켓맨,8.23
2019-06-23,나의 산티아고,8.13
2019-06-23,악인전,8.12
2019-06-23,프란시스 하,8.09
2019-06-23,마더,8.08
2019-06-23,롱 리브 더 킹: 목포 영웅,8.08
2019-06-23,설국열차,7.97
2019-06-23,님포매니악 볼륨2,7.76
2019-06-23,예수는 역사다,7.69
2019-06-23,멜랑콜리아,7.66
2019-06-23,사탄의 인형,7.63
2019-06-23,님포매니악 볼륨1,7.63
2019-06-23,고질라: 킹 오브 몬스터,7.26
2019-06-23,서스페리아,6.89
2019-06-23,엑스맨: 다크 피닉스,6.68
2019-06-23,안티크라이스트,6.53
2019-06-23,살인마 잭의 집,6.40
2019-06-23,맨 인 블랙: 인터내셔널,5.78
2019-06-23,걸캅스,5.62
2019-06-24,가버나움,9.59
2019-06-24,알라딘,9.48
2019-06-24,어벤져스: 엔드게임,9.39
2019-06-24,살인의 추억,9.38
2019-06-24,교회오빠,9.37
2019-06-24,뽀로로 극장판 보물섬 대모험,9.29
2019-06-24,이웃집 토토로,9.26
2019-06-24,토이 스토리 4,9.25
2019-06-24,바울,9.17
2019-06-24,칠곡 가시나들,9.12
2019-06-24,천로역정: 천국을 찾아서,9.03
2019-06-24,어린 의뢰인,9.02
2019-06-24,바그다드 카페 : 디렉터스컷,9.01
2019-06-24,일일시호일,8.86
2019-06-24,바르다가 사랑한 얼굴들,8.86
2019-06-24,메멘토,8.80
2019-06-24,도그빌,8.75
2019-06-24,자전거 탄 소년,8.59
2019-06-24,라라랜드,8.59
2019-06-24,캐롤,8.56
2019-06-24,내일을 위한 시간,8.55
2019-06-24,기생충,8.51
2019-06-24,그녀,8.50
2019-06-24,스틸 앨리스,8.45
2019-06-24,안도 타다오,8.40
2019-06-24,다가오는 것들,8.35
2019-06-24,로켓맨,8.23
2019-06-24,나의 산티아고,8.13
2019-06-24,악인전,8.12
2019-06-24,프란시스 하,8.09
2019-06-24,마더,8.08
2019-06-24,롱 리브 더 킹: 목포 영웅,8.05
2019-06-24,설국열차,7.97
2019-06-24,멜랑콜리아,7.66
2019-06-24,사탄의 인형,7.47
2019-06-24,고질라: 킹 오브 몬스터,7.27
2019-06-24,서스페리아,6.91
2019-06-24,엑스맨: 다크 피닉스,6.67
2019-06-24,안티크라이스트,6.54
2019-06-24,살인마 잭의 집,6.40
2019-06-24,맨 인 블랙: 인터내셔널,5.73
2019-06-24,걸캅스,5.62
2019-06-24,0.0MHz,5.13
2019-06-25,가버나움,9.59
2019-06-25,알라딘,9.47
2019-06-25,어벤져스: 엔드게임,9.39
2019-06-25,살인의 추억,9.38
2019-06-25,교회오빠,9.31
2019-06-25,뽀로로 극장판 보물섬 대모험,9.29
2019-06-25,이웃집 토토로,9.26
2019-06-25,토이 스토리 4,9.21
2019-06-25,바울,9.17
2019-06-25,칠곡 가시나들,9.12
2019-06-25,천로역정: 천국을 찾아서,9.03
2019-06-25,어린 의뢰인,9.02
2019-06-25,바그다드 카페 : 디렉터스컷,9.01
2019-06-25,배심원들,8.90
2019-06-25,나의 특별한 형제,8.90
2019-06-25,일일시호일,8.86
2019-06-25,메멘토,8.81
2019-06-25,도그빌,8.75
2019-06-25,자전거 탄 소년,8.59
2019-06-25,라라랜드,8.59
2019-06-25,캐롤,8.56
2019-06-25,내일을 위한 시간,8.55
2019-06-25,기생충,8.51
2019-06-25,그녀,8.50
2019-06-25,스틸 앨리스,8.45
2019-06-25,안도 타다오,8.40
2019-06-25,다가오는 것들,8.35
2019-06-25,로켓맨,8.23
2019-06-25,나의 산티아고,8.13
2019-06-25,악인전,8.12
2019-06-25,프란시스 하,8.09
2019-06-25,마더,8.08
2019-06-25,롱 리브 더 킹: 목포 영웅,8.00
2019-06-25,설국열차,7.97
2019-06-25,매기스 플랜,7.90
2019-06-25,멜랑콜리아,7.66
2019-06-25,사탄의 인형,7.35
2019-06-25,고질라: 킹 오브 몬스터,7.27
2019-06-25,서스페리아,6.91
2019-06-25,엑스맨: 다크 피닉스,6.64
2019-06-25,안티크라이스트,6.55
2019-06-25,맨 인 블랙: 인터내셔널,5.67
2019-06-25,걸캅스,5.62
2019-06-25,0.0MHz,5.13
2019-06-26,가버나움,9.59
2019-06-26,알라딘,9.47
2019-06-26,어벤져스: 엔드게임,9.39
2019-06-26,살인의 추억,9.38
2019-06-26,교회오빠,9.32
2019-06-26,뽀로로 극장판 보물섬 대모험,9.29
2019-06-26,이웃집 토토로,9.26
2019-06-26,천장지구,9.19
2019-06-26,토이 스토리 4,9.19
2019-06-26,바울,9.17
2019-06-26,어린 의뢰인,9.01
2019-06-26,바그다드 카페 : 디렉터스컷,9.01
2019-06-26,마녀 배달부 키키,9.01
2019-06-26,천로역정: 천국을 찾아서,9.00
2019-06-26,나의 특별한 형제,8.90
2019-06-26,일일시호일,8.87
2019-06-26,메멘토,8.81
2019-06-26,"가장 따뜻한 색, 블루",8.76
2019-06-26,도그빌,8.75
2019-06-26,존 윅 3: 파라벨룸,8.68
2019-06-26,자전거 탄 소년,8.59
2019-06-26,캐롤,8.56
2019-06-26,내일을 위한 시간,8.55
2019-06-26,기생충,8.51
2019-06-26,그녀,8.50
2019-06-26,스틸 앨리스,8.45
2019-06-26,안도 타다오,8.40
2019-06-26,다가오는 것들,8.35
2019-06-26,로켓맨,8.23
2019-06-26,악인전,8.10
2019-06-26,마더,8.08
2019-06-26,롱 리브 더 킹: 목포 영웅,7.99
2019-06-26,설국열차,7.97
2019-06-26,매기스 플랜,7.90
2019-06-26,멜랑콜리아,7.67
2019-06-26,비스트,7.32
2019-06-26,사탄의 인형,7.27
2019-06-26,서스페리아,6.91
2019-06-26,엑스맨: 다크 피닉스,6.63
2019-06-26,맨 인 블랙: 인터내셔널,5.65
2019-06-26,걸캅스,5.62
2019-06-26,0.0MHz,5.11
2019-06-27,가버나움,9.59
2019-06-27,알라딘,9.47
2019-06-27,어벤져스: 엔드게임,9.39
2019-06-27,살인의 추억,9.38
2019-06-27,교회오빠,9.32
2019-06-27,뽀로로 극장판 보물섬 대모험,9.29
2019-06-27,이웃집 토토로,9.27
2019-06-27,사랑은 비를 타고,9.26
2019-06-27,바울,9.17
2019-06-27,토이 스토리 4,9.16
2019-06-27,마녀 배달부 키키,9.10
2019-06-27,어린 의뢰인,9.01
2019-06-27,천로역정: 천국을 찾아서,8.99
2019-06-27,나의 특별한 형제,8.90
2019-06-27,일일시호일,8.87
2019-06-27,"가장 따뜻한 색, 블루",8.75
2019-06-27,자전거 탄 소년,8.59
2019-06-27,존 윅 3: 파라벨룸,8.58
2019-06-27,내일을 위한 시간,8.55
2019-06-27,기생충,8.51
2019-06-27,그녀,8.50
2019-06-27,안도 타다오,8.40
2019-06-27,로켓맨,8.23
2019-06-27,마더,8.08
2019-06-27,악인전,8.07
2019-06-27,존 윅 - 리로드,8.00
2019-06-27,설국열차,7.97
2019-06-27,롱 리브 더 킹: 목포 영웅,7.97
2019-06-27,매기스 플랜,7.90
2019-06-27,존 윅,7.87
2019-06-27,사탄의 인형,7.21
2019-06-27,서스페리아,6.91
2019-06-27,애나벨 집으로,6.85
2019-06-27,비스트,6.74
2019-06-27,맨 인 블랙: 인터내셔널,5.64
2019-06-27,걸캅스,5.62
2019-06-27,0.0MHz,5.11
2019-06-27,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.03
2019-06-28,가버나움,9.59
2019-06-28,알라딘,9.47
2019-06-28,어벤져스: 엔드게임,9.39
2019-06-28,살인의 추억,9.38
2019-06-28,교회오빠,9.32
2019-06-28,뽀로로 극장판 보물섬 대모험,9.29
2019-06-28,이웃집 토토로,9.27
2019-06-28,사랑은 비를 타고,9.26
2019-06-28,바울,9.17
2019-06-28,토이 스토리 4,9.15
2019-06-28,마녀 배달부 키키,9.10
2019-06-28,어린 의뢰인,9.02
2019-06-28,천로역정: 천국을 찾아서,9.01
2019-06-28,양들의 침묵,9.00
2019-06-28,나의 특별한 형제,8.90
2019-06-28,일일시호일,8.87
2019-06-28,연인,8.86
2019-06-28,"가장 따뜻한 색, 블루",8.75
2019-06-28,자전거 탄 소년,8.59
2019-06-28,엑소시스트,8.57
2019-06-28,내일을 위한 시간,8.55
2019-06-28,기생충,8.51
2019-06-28,그녀,8.50
2019-06-28,존 윅 3: 파라벨룸,8.50
2019-06-28,오멘,8.42
2019-06-28,안도 타다오,8.40
2019-06-28,바스터즈: 거친 녀석들,8.31
2019-06-28,로켓맨,8.23
2019-06-28,황혼에서 새벽까지,8.09
2019-06-28,마더,8.08
2019-06-28,악인전,8.05
2019-06-28,존 윅 - 리로드,8.00
2019-06-28,설국열차,7.97
2019-06-28,롱 리브 더 킹: 목포 영웅,7.97
2019-06-28,28일 후,7.91
2019-06-28,매기스 플랜,7.90
2019-06-28,존 윅,7.87
2019-06-28,사탄의 인형,7.20
2019-06-28,애나벨 집으로,7.08
2019-06-28,서스페리아,6.91
2019-06-28,비스트,6.58
2019-06-28,맨 인 블랙: 인터내셔널,5.63
2019-06-28,걸캅스,5.62
2019-06-28,0.0MHz,5.11
2019-06-28,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.03
2019-06-29,가버나움,9.59
2019-06-29,알라딘,9.47
2019-06-29,어벤져스: 엔드게임,9.39
2019-06-29,살인의 추억,9.38
2019-06-29,교회오빠,9.31
2019-06-29,뽀로로 극장판 보물섬 대모험,9.29
2019-06-29,이웃집 토토로,9.27
2019-06-29,사랑은 비를 타고,9.26
2019-06-29,바울,9.17
2019-06-29,토이 스토리 4,9.13
2019-06-29,마녀 배달부 키키,9.10
2019-06-29,천로역정: 천국을 찾아서,9.02
2019-06-29,어린 의뢰인,9.01
2019-06-29,양들의 침묵,9.00
2019-06-29,나의 특별한 형제,8.90
2019-06-29,연인,8.86
2019-06-29,"가장 따뜻한 색, 블루",8.75
2019-06-29,자전거 탄 소년,8.59
2019-06-29,엑소시스트,8.57
2019-06-29,내일을 위한 시간,8.55
2019-06-29,기생충,8.51
2019-06-29,그녀,8.50
2019-06-29,존 윅 3: 파라벨룸,8.46
2019-06-29,오멘,8.42
2019-06-29,안도 타다오,8.40
2019-06-29,바스터즈: 거친 녀석들,8.31
2019-06-29,로켓맨,8.23
2019-06-29,황혼에서 새벽까지,8.08
2019-06-29,마더,8.08
2019-06-29,악인전,8.02
2019-06-29,존 윅 - 리로드,8.01
2019-06-29,롱 리브 더 킹: 목포 영웅,7.98
2019-06-29,설국열차,7.98
2019-06-29,28일 후,7.91
2019-06-29,매기스 플랜,7.90
2019-06-29,존 윅,7.87
2019-06-29,사탄의 인형,7.19
2019-06-29,애나벨 집으로,7.00
2019-06-29,서스페리아,6.90
2019-06-29,비스트,6.54
2019-06-29,맨 인 블랙: 인터내셔널,5.63
2019-06-29,걸캅스,5.62
2019-06-29,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.03
2019-06-30,알라딘,9.47
2019-06-30,어벤져스: 엔드게임,9.39
2019-06-30,살인의 추억,9.38
2019-06-30,교회오빠,9.31
2019-06-30,뽀로로 극장판 보물섬 대모험,9.29
2019-06-30,이웃집 토토로,9.27
2019-06-30,사랑은 비를 타고,9.26
2019-06-30,바울,9.17
2019-06-30,토이 스토리 4,9.13
2019-06-30,마녀 배달부 키키,9.10
2019-06-30,어린 의뢰인,9.01
2019-06-30,양들의 침묵,9.00
2019-06-30,천로역정: 천국을 찾아서,8.94
2019-06-30,나의 특별한 형제,8.90
2019-06-30,연인,8.86
2019-06-30,"가장 따뜻한 색, 블루",8.75
2019-06-30,엑소시스트,8.57
2019-06-30,내일을 위한 시간,8.55
2019-06-30,기생충,8.51
2019-06-30,그녀,8.50
2019-06-30,오멘,8.42
2019-06-30,안도 타다오,8.40
2019-06-30,존 윅 3: 파라벨룸,8.36
2019-06-30,바스터즈: 거친 녀석들,8.31
2019-06-30,로켓맨,8.24
2019-06-30,황혼에서 새벽까지,8.08
2019-06-30,마더,8.08
2019-06-30,존 윅 - 리로드,8.01
2019-06-30,악인전,8.00
2019-06-30,롱 리브 더 킹: 목포 영웅,8.00
2019-06-30,설국열차,7.98
2019-06-30,28일 후,7.90
2019-06-30,매기스 플랜,7.90
2019-06-30,존 윅,7.87
2019-06-30,사탄의 인형,7.19
2019-06-30,애나벨 집으로,7.00
2019-06-30,서스페리아,6.91
2019-06-30,비스트,6.44
2019-06-30,맨 인 블랙: 인터내셔널,5.63
2019-06-30,걸캅스,5.62
2019-07-01,알라딘,9.46
2019-07-01,어벤져스: 엔드게임,9.39
2019-07-01,살인의 추억,9.38
2019-07-01,교회오빠,9.30
2019-07-01,뽀로로 극장판 보물섬 대모험,9.29
2019-07-01,이웃집 토토로,9.27
2019-07-01,사랑은 비를 타고,9.26
2019-07-01,바울,9.17
2019-07-01,토이 스토리 4,9.12
2019-07-01,마녀 배달부 키키,9.10
2019-07-01,어린 의뢰인,9.01
2019-07-01,양들의 침묵,9.00
2019-07-01,천로역정: 천국을 찾아서,8.94
2019-07-01,연인,8.86
2019-07-01,"가장 따뜻한 색, 블루",8.76
2019-07-01,라라랜드,8.59
2019-07-01,엑소시스트,8.57
2019-07-01,기생충,8.52
2019-07-01,그녀,8.50
2019-07-01,오멘,8.42
2019-07-01,존 윅 3: 파라벨룸,8.33
2019-07-01,바스터즈: 거친 녀석들,8.31
2019-07-01,로켓맨,8.23
2019-07-01,황혼에서 새벽까지,8.08
2019-07-01,마더,8.08
2019-07-01,롱 리브 더 킹: 목포 영웅,8.01
2019-07-01,악인전,7.98
2019-07-01,설국열차,7.98
2019-07-01,28일 후,7.90
2019-07-01,매기스 플랜,7.90
2019-07-01,사탄의 인형,7.16
2019-07-01,유전,7.13
2019-07-01,애나벨 집으로,6.96
2019-07-01,서스페리아,6.91
2019-07-01,비스트,6.47
2019-07-01,맨 인 블랙: 인터내셔널,5.62
2019-07-01,걸캅스,5.62
2019-07-02,알라딘,9.46
2019-07-02,어벤져스: 엔드게임,9.39
2019-07-02,살인의 추억,9.38
2019-07-02,교회오빠,9.29
2019-07-02,뽀로로 극장판 보물섬 대모험,9.29
2019-07-02,이웃집 토토로,9.27
2019-07-02,"광해, 왕이 된 남자",9.23
2019-07-02,바울,9.17
2019-07-02,토이 스토리 4,9.12
2019-07-02,마녀 배달부 키키,9.11
2019-07-02,내부자들: 디 오리지널,9.03
2019-07-02,어린 의뢰인,9.01
2019-07-02,양들의 침묵,9.00
2019-07-02,번지 점프를 하다,9.00
2019-07-02,천로역정: 천국을 찾아서,8.95
2019-07-02,연인,8.87
2019-07-02,스파이더맨: 파 프롬 홈,8.76
2019-07-02,"가장 따뜻한 색, 블루",8.76
2019-07-02,라라랜드,8.59
2019-07-02,엑소시스트,8.57
2019-07-02,기생충,8.51
2019-07-02,그녀,8.50
2019-07-02,오멘,8.42
2019-07-02,다가오는 것들,8.34
2019-07-02,존 윅 3: 파라벨룸,8.34
2019-07-02,바스터즈: 거친 녀석들,8.31
2019-07-02,로켓맨,8.24
2019-07-02,황혼에서 새벽까지,8.08
2019-07-02,마더,8.08
2019-07-02,롱 리브 더 킹: 목포 영웅,8.01
2019-07-02,설국열차,7.98
2019-07-02,악인전,7.97
2019-07-02,28일 후,7.90
2019-07-02,매기스 플랜,7.90
2019-07-02,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
2019-07-02,사탄의 인형,7.17
2019-07-02,유전,7.13
2019-07-02,서스페리아,6.92
2019-07-02,애나벨 집으로,6.92
2019-07-02,비스트,6.36
2019-07-02,맨 인 블랙: 인터내셔널,5.63
2019-07-03,그린 북,9.62
2019-07-03,알라딘,9.46
2019-07-03,어벤져스: 엔드게임,9.39
2019-07-03,살인의 추억,9.38
2019-07-03,교회오빠,9.30
2019-07-03,뽀로로 극장판 보물섬 대모험,9.29
2019-07-03,이웃집 토토로,9.27
2019-07-03,"광해, 왕이 된 남자",9.23
2019-07-03,바울,9.17
2019-07-03,토이 스토리 4,9.11
2019-07-03,마녀 배달부 키키,9.11
2019-07-03,내부자들: 디 오리지널,9.03
2019-07-03,어린 의뢰인,9.01
2019-07-03,양들의 침묵,9.00
2019-07-03,번지 점프를 하다,9.00
2019-07-03,천로역정: 천국을 찾아서,8.94
2019-07-03,에이미,8.89
2019-07-03,연인,8.87
2019-07-03,고양이를 부탁해,8.74
2019-07-03,스파이더맨: 파 프롬 홈,8.74
2019-07-03,라라랜드,8.59
2019-07-03,엑소시스트,8.57
2019-07-03,기생충,8.51
2019-07-03,그녀,8.50
2019-07-03,오멘,8.42
2019-07-03,레토,8.41
2019-07-03,콜드 워,8.37
2019-07-03,다가오는 것들,8.34
2019-07-03,존 윅 3: 파라벨룸,8.32
2019-07-03,바스터즈: 거친 녀석들,8.31
2019-07-03,로켓맨,8.24
2019-07-03,황혼에서 새벽까지,8.08
2019-07-03,마더,8.08
2019-07-03,롱 리브 더 킹: 목포 영웅,8.01
2019-07-03,설국열차,7.98
2019-07-03,악인전,7.97
2019-07-03,28일 후,7.90
2019-07-03,매기스 플랜,7.90
2019-07-03,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
2019-07-03,사탄의 인형,7.15
2019-07-03,유전,7.13
2019-07-03,애나벨 집으로,6.91
2019-07-03,서스페리아,6.91
2019-07-03,비스트,6.32
2019-07-03,맨 인 블랙: 인터내셔널,5.63
2019-07-04,그린 북,9.62
2019-07-04,알라딘,9.46
2019-07-04,어벤져스: 엔드게임,9.39
2019-07-04,살인의 추억,9.38
2019-07-04,교회오빠,9.30
2019-07-04,뽀로로 극장판 보물섬 대모험,9.29
2019-07-04,이웃집 토토로,9.27
2019-07-04,"광해, 왕이 된 남자",9.23
2019-07-04,토이 스토리 4,9.11
2019-07-04,마녀 배달부 키키,9.10
2019-07-04,내부자들: 디 오리지널,9.03
2019-07-04,양들의 침묵,9.00
2019-07-04,번지 점프를 하다,9.00
2019-07-04,어린 의뢰인,9.00
2019-07-04,천로역정: 천국을 찾아서,8.96
2019-07-04,에이미,8.89
2019-07-04,연인,8.87
2019-07-04,고양이를 부탁해,8.74
2019-07-04,스파이더맨: 파 프롬 홈,8.68
2019-07-04,라라랜드,8.59
2019-07-04,엑소시스트,8.57
2019-07-04,기생충,8.52
2019-07-04,오멘,8.42
2019-07-04,레토,8.41
2019-07-04,콜드 워,8.37
2019-07-04,다가오는 것들,8.34
2019-07-04,존 윅 3: 파라벨룸,8.33
2019-07-04,바스터즈: 거친 녀석들,8.31
2019-07-04,로켓맨,8.24
2019-07-04,황혼에서 새벽까지,8.08
2019-07-04,마더,8.08
2019-07-04,롱 리브 더 킹: 목포 영웅,8.01
2019-07-04,설국열차,7.98
2019-07-04,악인전,7.97
2019-07-04,28일 후,7.90
2019-07-04,매기스 플랜,7.90
2019-07-04,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
2019-07-04,사탄의 인형,7.15
2019-07-04,유전,7.14
2019-07-04,서스페리아,6.92
2019-07-04,애나벨 집으로,6.89
2019-07-04,비스트,6.30
2019-07-04,맨 인 블랙: 인터내셔널,5.63
2019-07-05,그린 북,9.61
2019-07-05,알라딘,9.46
2019-07-05,어벤져스: 엔드게임,9.39
2019-07-05,살인의 추억,9.38
2019-07-05,교회오빠,9.30
2019-07-05,뽀로로 극장판 보물섬 대모험,9.29
2019-07-05,이웃집 토토로,9.27
2019-07-05,"광해, 왕이 된 남자",9.23
2019-07-05,토이 스토리 4,9.10
2019-07-05,마녀 배달부 키키,9.10
2019-07-05,내부자들: 디 오리지널,9.03
2019-07-05,어린 의뢰인,9.00
2019-07-05,양들의 침묵,9.00
2019-07-05,번지 점프를 하다,9.00
2019-07-05,천로역정: 천국을 찾아서,8.98
2019-07-05,에이미,8.89
2019-07-05,연인,8.87
2019-07-05,고양이를 부탁해,8.74
2019-07-05,스파이더맨: 파 프롬 홈,8.60
2019-07-05,라라랜드,8.59
2019-07-05,엑소시스트,8.57
2019-07-05,기생충,8.52
2019-07-05,오멘,8.42
2019-07-05,레토,8.41
2019-07-05,콜드 워,8.37
2019-07-05,다가오는 것들,8.34
2019-07-05,존 윅 3: 파라벨룸,8.33
